number,rootCoordinate,artifact,mergeTime,internalNodes,externalNodes,internalEdges,externalEdges,resolvedNodes,resolvedEdges,dependencies
95,org.tinygroup:org.tinygroup.testutil:2.0.6,commons-beanutils:commons-beanutils:1.8.3,28858,1357,376,3324,2606,22211,22211,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
96,org.tinygroup:org.tinygroup.testutil:2.0.6,commons-collections:commons-collections:3.1,27090,4021,463,53762,4223,53945,53945,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;com.google.guava:guava:16.0.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
97,org.tinygroup:org.tinygroup.testutil:2.0.6,com.google.guava:guava:16.0.1,44262,12928,1256,105855,9575,103608,103608,org.tinygroup:org.tinygroup.testutil:2.0.6;org.tinygroup:org.tinygroup.application:2.0.6;org.tinygroup:org.tinygroup.config:2.0.6;org.tinygroup:org.tinygroup.xmlparser:2.0.6;org.tinygroup:org.tinygroup.parser:2.0.6;org.tinygroup:org.tinygroup.binarytree:2.0.6;org.tinygroup:org.tinygroup.commons:2.0.6;org.tinygroup:org.tinygroup.loader:2.0.6;javassist:javassist:3.12.1.GA;commons-beanutils:commons-beanutils:1.8.3;commons-pool:commons-pool:1.4;commons-collections:commons-collections:3.1;commons-lang:commons-lang:2.4;concurrent:concurrent:1.0;org.tinygroup:org.tinygroup.exception:2.0.6;org.tinygroup:org.tinygroup.beancontainer:2.0.6;org.tinygroup:org.tinygroup.order:2.0.6;org.tinygroup:org.tinygroup.fileresolver:2.0.6;org.tinygroup:org.tinygroup.xstream:2.0.6;com.thoughtworks.xstream:xstream:1.4.3;xmlpull:xmlpull:1.1.3.1;xpp3:xpp3_min:1.1.4c;org.codehaus.jettison:jettison:1.3.3;stax:stax-api:1.0.1;org.tinygroup:org.tinygroup.i18n:2.0.6;org.tinygroup:org.tinygroup.context:2.0.6;org.tinygroup:org.tinygroup.formater:2.0.6;org.tinygroup:org.tinygroup.threadgroup:2.0.6;org.tinygroup:org.tinygroup.vfs:2.0.6;commons-net:commons-net:3.3;org.tinygroup:org.tinygroup.springutil:2.0.6;org.tinygroup:org.tinygroup.logger:2.0.6;org.slf4j:slf4j-api:1.7.7;org.slf4j:slf4j-log4j12:1.7.7;log4j:log4j:1.2.17;org.tinygroup:org.tinygroup.spring256:2.0.6;org.springframework:spring-web:2.5.6;commons-logging:commons-logging:1.1.1;org.springframework:spring-core:2.5.6;org.springframework:spring-aop:2.5.6;aopalliance:aopalliance:1.0;org.springframework:spring-beans:2.5.6;org.springframework:spring-webmvc:2.5.6;org.springframework:spring-context-support:2.5.6;org.springframework:spring-jdbc:2.5.6;org.springframework:spring-tx:2.5.6;org.springframework:spring-context:2.5.6;org.springframework:spring-orm:2.5.6
98,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.codehaus.mojo:animal-sniffer-annotations:1.17,156,0,0,0,0,0,0,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
99,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,com.google.errorprone:error_prone_annotations:2.2.0,156,15,0,0,0,0,0,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
100,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava,158,0,0,0,0,0,0,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
101,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,com.google.guava:failureaccess:1.0,72,4,1,0,1,0,0,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
102,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,com.google.j2objc:j2objc-annotations:1.1,275,12,3,2,8,0,0,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
103,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,aopalliance:aopalliance:1.0,478,16,12,4,13,1,1,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
104,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final,484,74,8,1,27,0,0,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
105,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final,3931,998,50,96,196,1427,1427,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
106,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.checkerframework:checker-qual:2.5.2,4241,314,129,87,237,1086,1086,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
107,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42,4730,272,80,172,212,240,240,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
