number,rootCoordinate,artifact,mergeTime,internalNodes,externalNodes,internalEdges,externalEdges,resolvedNodes,resolvedEdges,dependencies
113,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.jboss:jandex:1.1.0.Final,13494,409,192,637,668,7320,7320,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
114,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,javax.persistence:javax.persistence-api:2.2,3067,1074,41,98,192,1118,1118,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
115,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.slf4j:slf4j-api:1.7.18,5867,447,104,466,246,2296,2296,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
116,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,commons-logging:commons-logging:1.2,15448,337,199,381,587,1069,1069,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
117,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,com.google.code.findbugs:jsr305:3.0.2,298,30,12,5,16,0,0,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
118,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,7417,73,113,37,336,2100,2100,commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
119,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.slf4j:jcl-over-slf4j:1.7.18,3242,149,82,53,183,189,189,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
120,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.springframework:spring-tx:4.2.5.RELEASE,39593,1108,415,1277,1502,9980,9980,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
121,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,joda-time:joda-time:2.10.1,58335,4485,343,23435,2387,26064,26064,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
122,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,dom4j:dom4j:1.6.1,53669,2775,522,6023,2674,20615,20615,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
123,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.springframework:spring-aop:4.2.5.RELEASE,72158,1493,592,2307,2671,21338,21338,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
124,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.javassist:javassist:3.18.1-GA,71795,3770,500,10906,3626,19683,19683,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
125,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,org.springframework:spring-jdbc:4.2.5.RELEASE,77672,2161,601,2473,3177,23490,23490,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;commons-lang:commons-lang:2.6;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
126,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9,commons-lang:commons-lang:2.6,74371,2369,424,3643,2765,11954,11954,org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.impl:1.0.9;org.hibernate:hibernate-entitymanager:4.3.11.Final;org.jboss.logging:jboss-logging:3.1.3.GA;org.jboss.logging:jboss-logging-annotations:1.2.0.Beta1;org.hibernate:hibernate-core:4.3.11.Final;antlr:antlr:2.7.7;org.jboss:jandex:1.1.0.Final;dom4j:dom4j:1.6.1;xml-apis:xml-apis:1.0.b2;org.hibernate.common:hibernate-commons-annotations:4.0.5.Final;org.jboss.spec.javax.transaction:jboss-transaction-api_1.2_spec:1.0.0.Final;org.javassist:javassist:3.18.1-GA;org.hibernate.javax.persistence:hibernate-jpa-2.1-api:1.0.0.Final;org.jresearch.commons.base.resources:org.jresearch.commons.base.resources.api:1.0.9;org.jresearch.commons.base:org.jresearch.commons.base.domain:1.0.42;one.util:streamex:0.6.7;javax.persistence:javax.persistence-api:2.2;com.google.guava:guava:27.0-jre;com.google.guava:failureaccess:1.0;com.google.guava:listenablefuture:9999.0-empty-to-avoid-conflict-with-guava;org.checkerframework:checker-qual:2.5.2;com.google.errorprone:error_prone_annotations:2.2.0;com.google.j2objc:j2objc-annotations:1.1;org.codehaus.mojo:animal-sniffer-annotations:1.17;com.google.code.findbugs:jsr305:3.0.2;joda-time:joda-time:2.10.1;org.slf4j:jcl-over-slf4j:1.7.18;org.slf4j:slf4j-api:1.7.18;org.springframework:spring-aop:4.2.5.RELEASE;aopalliance:aopalliance:1.0;org.springframework:spring-beans:4.2.5.RELEASE;org.springframework:spring-core:4.2.5.RELEASE;commons-logging:commons-logging:1.2;org.springframework:spring-jdbc:4.2.5.RELEASE;org.springframework:spring-orm:4.2.5.RELEASE;org.springframework:spring-tx:4.2.5.RELEASE;org.springframework:spring-test:4.2.5.RELEASE
